AssetID,SchoolName,SystemCategory,AssetType,InstallYear,ExpectedUsefulLife,ConditionScore,ConditionSource,Quantity,Unit,UnitCost,ReplacementCost,Criticality,OverrideEOLYear,OverrideReason,Notes
AST000555,Little ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000556,Little ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000557,Little ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000558,Little ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000559,Little ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000560,Lukas ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000561,Lukas ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000562,Lukas ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000563,Lukas ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000564,Lukas ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000565,Lukas ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000566,Lukas ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000567,Lukas ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000568,Lukas ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000569,Lukas ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000570,Lukas ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000571,Lukas ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000572,Lukas ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000573,Lumberg ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000574,Lumberg ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000575,Lumberg ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000576,Lumberg ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000577,Lumberg ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000578,Lumberg ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000579,Lumberg ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000580,Lumberg ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000581,Lumberg ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000582,Lumberg ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000583,Lumberg ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000584,Lumberg ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000585,Lumberg ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000586,Maple Grove ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000587,Maple Grove ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000588,Maple Grove ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000589,Maple Grove ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000590,Maple Grove ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000591,Maple Grove ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000592,Maple Grove ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000593,Maple Grove ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000594,Maple Grove ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000595,Maple Grove ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000596,Maple Grove ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000597,Maple Grove ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000598,Maple Grove ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000599,Marshdale ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000600,Marshdale ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000601,Marshdale ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000602,Marshdale ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000603,Marshdale ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000604,Marshdale ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000605,Marshdale ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000606,Marshdale ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000607,Marshdale ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000608,Marshdale ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000609,Marshdale ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000610,Marshdale ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000611,Marshdale ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000612,Frank DeAngelis Center,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000613,Frank DeAngelis Center,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000614,Frank DeAngelis Center,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000615,Frank DeAngelis Center,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000616,Frank DeAngelis Center,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000617,Frank DeAngelis Center,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000618,Frank DeAngelis Center,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000619,Frank DeAngelis Center,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000620,Frank DeAngelis Center,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000621,Frank DeAngelis Center,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000622,Frank DeAngelis Center,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000623,Frank DeAngelis Center,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000624,Frank DeAngelis Center,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000625,Meiklejohn ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000626,Meiklejohn ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000627,Meiklejohn ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000628,Meiklejohn ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000629,Meiklejohn ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000630,Meiklejohn ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000631,Meiklejohn ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000632,Meiklejohn ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000633,Meiklejohn ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000634,Meiklejohn ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000635,Meiklejohn ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000636,Meiklejohn ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000637,Meiklejohn ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000638,Mitchell ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000639,Mitchell ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000640,Mitchell ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000641,Mitchell ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000642,Mitchell ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000643,Mitchell ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000644,Mitchell ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000645,Mitchell ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000646,Mitchell ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000647,Mitchell ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000648,Mitchell ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000649,Mitchell ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000650,Mitchell ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000651,Molholm ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000652,Molholm ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000653,Molholm ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000654,Molholm ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000655,Molholm ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000656,Molholm ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000657,Molholm ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000658,Molholm ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000659,Molholm ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000660,Molholm ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000661,Molholm ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000662,Molholm ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000663,Molholm ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000664,Mortensen ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000665,Mortensen ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000666,Mortensen ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000667,Mortensen ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000668,Mortensen ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000669,Mortensen ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000670,Mortensen ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000671,Mortensen ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000672,Mortensen ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000673,Mortensen ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000674,Mortensen ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000675,Mortensen ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000676,Mortensen ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000677,Mount Carbon ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000678,Mount Carbon ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000679,Mount Carbon ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000680,Mount Carbon ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000681,Mount Carbon ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000682,Mount Carbon ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000683,Mount Carbon ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000684,Mount Carbon ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000685,Mount Carbon ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000686,Mount Carbon ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000687,Mount Carbon ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000688,Mount Carbon ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000689,Mount Carbon ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000690,Normandy ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000691,Normandy ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000692,Normandy ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000693,Normandy ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000694,Normandy ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000695,Normandy ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000696,Normandy ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000697,Normandy ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000698,Normandy ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000699,Normandy ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000700,Normandy ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000701,Normandy ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000702,Normandy ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000703,20th & Hoyt,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000704,20th & Hoyt,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000705,20th & Hoyt,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000706,20th & Hoyt,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000707,20th & Hoyt,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000708,20th & Hoyt,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000709,20th & Hoyt,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000710,20th & Hoyt,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000711,20th & Hoyt,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000712,20th & Hoyt,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000713,20th & Hoyt,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000714,20th & Hoyt,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000715,20th & Hoyt,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000716,Parr ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000717,Parr ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000718,Parr ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000719,Parr ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000720,Parr ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000721,Parr ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000722,Parr ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000723,Parr ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000724,Parr ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000725,Parr ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000726,Parr ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000727,Parr ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000728,Parr ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000729,Parmalee ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000730,Parmalee ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000731,Parmalee ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000732,Parmalee ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000733,Parmalee ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000734,Parmalee ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000735,Parmalee ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000736,Parmalee ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000737,Parmalee ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000738,Parmalee ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000739,Parmalee ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000740,Parmalee ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000741,Parmalee ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000742,Patterson International School,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000743,Patterson International School,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000744,Patterson International School,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000745,Patterson International School,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000746,Patterson International School,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000747,Patterson International School,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000748,Patterson International School,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000749,Patterson International School,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000750,Patterson International School,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000751,Patterson International School,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000752,Patterson International School,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000753,Patterson International School,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000754,Patterson International School,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000755,Patterson Cottages,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000756,Patterson Cottages,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000757,Patterson Cottages,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000758,Patterson Cottages,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000759,Patterson Cottages,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000760,Patterson Cottages,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000761,Patterson Cottages,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000762,Patterson Cottages,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000763,Patterson Cottages,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000764,Patterson Cottages,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000765,Patterson Cottages,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000766,Patterson Cottages,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000767,Patterson Cottages,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000768,Peak Expeditionary School at Pennington,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000769,Peak Expeditionary School at Pennington,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000770,Peak Expeditionary School at Pennington,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000771,Peak Expeditionary School at Pennington,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000772,Peak Expeditionary School at Pennington,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000773,Peak Expeditionary School at Pennington,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000774,Peak Expeditionary School at Pennington,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000775,Peak Expeditionary School at Pennington,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000776,Peak Expeditionary School at Pennington,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000777,Peak Expeditionary School at Pennington,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000778,Peak Expeditionary School at Pennington,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000779,Peak Expeditionary School at Pennington,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000780,Peak Expeditionary School at Pennington,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000781,Peck ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000782,Peck ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000783,Peck ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000784,Peck ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000785,Peck ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000786,Peck ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000787,Peck ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000788,Peck ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000789,Peck ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000790,Peck ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000791,Peck ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000792,Peck ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000793,Peck ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000794,Peiffer ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000795,Peiffer ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000796,Peiffer ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000797,Peiffer ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000798,Peiffer ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000799,Peiffer ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000800,Peiffer ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000801,Peiffer ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST000802,Peiffer ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST000803,Peiffer ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST000804,Peiffer ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST000805,Peiffer ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST000806,Peiffer ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST000807,Free Horizon Montessori,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST000808,Free Horizon Montessori,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST000809,Free Horizon Montessori,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST000810,Free Horizon Montessori,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST000811,Free Horizon Montessori,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST000812,Free Horizon Montessori,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST000813,Free Horizon Montessori,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST000814,Free Horizon Montessori,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
